Maldives,MDV,,,,,,,,,,,,,,,,300,500,600,700,700,800,500,500,500,500,800,900,700,700,700,800,800,800,800,2600,4000,4100,3300,6000,4400,5970,3286,3417,3520,4224,4520,5108,5006,5006,4971,5170,
Mali,MLI,,,,,,,,,,,3600,2800,2700,2600,2600,2600,2900,3100,3100,3700,3800,3600,3800,3600,3400,3100,1700,100,,,,,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,,,,,,,,,,
Malta,MLT,,,,,,,,,,,2400,1900,1500,1700,2100,2400,2400,2500,3400,3600,4300,4600,4800,4400,4000,4000,4500,4700,5300,6000,6600,6800,7500,9500,11300,12800,13600,13400,12700,14100,15394,15056,14594,14390,14356,14768,15359,16895,17334,18362,25751,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2600,2800,3300,3300,5500,5500,8800,8300,4600,3900,3600,3700,2324,2744,3876,3911,3683,3083,3573,3508,3510,3480,,
Mauritania,MRT,,,,,,,,,,,5600,4800,4600,4000,3900,4200,4400,4700,4700,4800,4900,4800,4900,4900,4000,4100,4400,4100,4200,4200,3600,4300,4200,4400,4400,4600,4800,4900,4900,3600,3761,2230,1510,1612,1686,1720,1725,1833,1159,1114,1158,
Mauritius,MUS,,,,,,,,,,,300,300,300,300,400,400,400,1300,1400,4200,5300,5000,5100,5400,6000,6400,6500,5800,5900,6400,8400,7700,7700,8000,8200,8900,9400,11000,11000,10700,12162,12269,12720,12969,14791,14743,13692,12090,11742,11144,11770,
Mexico,MEX,,,,,,,,,,,56500,49600,64800,91200,101600,112100,115300,111900,115200,129300,177100,151800,144800,202300,200700,204600,187100,189000,141400,152200,177300,189300,228400,246600,272100,225100,222700,264100,292100,328300,290412,292208,278456,287017,330441,331225,317856,309633,266244,222356,186288.9215,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3400,3800,1600,3300,1100,3682,3866,3862,4333,4657,4392,4248,4654,4933,5047,5687,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,5800,5800,5800,5800,9400,9400,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12700,28900,31479,29905,14959,14024,12022,12249,14092,15170,13071,10351,12649,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800,17900,10000,10000,10500,10500,4900,4900,2200,6200,5947,6264,7358,6702,5332,6169,6158,5592,4783,7535,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411,,4978,4974,5560,,,,,,
Morocco,MAR,,,,,,,,,,,10100,12900,12800,16800,17200,19500,24500,25200,25000,24400,14800,17200,8700,17800,13700,11600,12200,12600,13600,14100,27100,18600,25800,37400,34500,32700,32000,35100,40100,43900,44542,44262,37160,35937,41526,48651,55239,68847,61298,62037,92462,
Mozambique,MOZ,,,,,,,,,,,,,,,,4600,8000,4300,5300,5500,6100,5400,5500,6200,4500,2500,2900,3300,4700,4900,5600,5100,4400,3700,3800,3200,3800,4600,5000,5900,6698,7257,7501,7662,8585,9768,10490,10791,10943,11260,13687.81818,
Myanmar,MMR,,,,,,,,,,,21700,22500,22900,23500,17900,17100,17200,17400,17400,18500,19400,19500,21500,22300,21700,22500,22500,22500,22600,13800,13800,13800,13800,13800,13800,14500,14500,14500,14700,11300,10329,9709,20624,20611,24729,26460,28700,29235,29514,28499,7988,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100,9400,6300,6300,6800,7200,7400,7500,5500,5161,5131,5080,6034,6137,6455,6513,6942,5450,5439,8566,
Nepal,NPL,,,,,,,,,,,11800,11500,11400,12000,12000,11800,12200,12300,12900,16800,17600,17000,16900,16600,19500,20300,20300,16600,24000,25800,25800,23000,22300,21800,25900,27200,28400,28400,28600,12000,12130,12306,4324,4912,5846,6255,6920,6918,6952,6804,2102,
Netherlands,NLD,,,,,,,,,,,84200,84800,85900,87500,88700,85100,85300,89100,93300,93100,93800,91700,97000,96000,94600,98700,102600,118100,121700,122200,115000,130500,173200,189800,176800,203100,206000,185700,188200,224400,229386,222539,250114,248246,254647,241084,250811,259827,262848,291713,242628,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,,,,,,,,,,,83600,86600,90600,96900,103700,103400,98100,89100,90200,91500,87700,78000,75000,78600,90500,96200,93100,98700,111500,126500,128300,109200,122900,123600,125800,127600,187400,256800,236100,227500,240046,266139,242720,247388,196657,209469,220990,219243,220375,217178,186203,
Nicaragua,NIC,,,,,,,,,,,4400,4700,5000,10100,10100,10500,9800,5900,5900,5900,4200,3600,1800,1900,2200,2300,2000,2000,2000,3600,3900,3900,4200,600,700,800,800,800,800,500,452,,,,,,,,,,,
Niger,NER,,,,,,,,,,,2900,2900,2600,2700,2700,2700,2900,2800,2900,2900,3100,3000,2500,2500,2400,1100,2300,2200,2300,1100,500,1200,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,,,,,,,,,,
Nigeria,NGA,,,,,,,,,,,9400,11700,14500,16900,17200,19200,24900,30800,33500,35400,39100,37800,26700,28600,27700,37500,32600,30100,19700,15900,17400,14900,12500,11900,11200,6600,5600,6400,7500,8400,12761,10667,13154,8987,8254,10227,16045,16936,18005,16851,16696,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,,,,,,,,,,,83600,96500,110700,120900,126900,137700,141700,149700,150000,167800,171100,158800,161100,169400,177100,190500,229900,233300,222600,221400,233500,228000,253700,249800,259200,266500,279500,301500,305100,334500,320753,306511,270045,248403,254045,,,,,110396,3368,
Oman,OMN,,,,,,,,,,,,,,,4700,5400,6200,6300,7200,8300,9500,10000,8700,9500,10100,10500,9600,10200,10800,11400,12300,11400,14400,16200,18800,15700,17900,17500,16300,22200,22322,23213,23168,27751,31871,,,,,25542,34637,
Pakistan,PAK,,,,,,,,,,,44300,34000,23600,24300,26700,32000,37300,39900,43100,45000,45300,40600,41200,43800,45100,48200,52000,53800,60700,62500,66100,65700,69700,70300,69200,69400,70000,73300,68600,74400,63956,52616,41917,44731,50309,48905,51296,51029,52165,50939,50217,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,,,,,,,,,,,16000,16400,16700,11500,11500,9300,10900,11700,10600,11300,8700,6500,9700,6800,6800,6900,7000,7000,7200,6900,5400,5500,7500,9500,10700,16400,16600,17800,21700,21200,25225,24867,21883,25702,27434,30392,33003,40645,46292,66236,81287,
Papua New Guinea,PNG,,,,,,,,,,,,,,,,18800,18900,18100,20400,20300,19200,19100,19400,18300,55400,53900,57300,64700,69500,71400,62400,56700,53200,24700,57800,26800,26800,29300,29600,27100,27512,29826,31147,17704,18712,19606,21935,21700,21751,21450,19894,
Paraguay,PRY,,,,,,,,,,,4400,4500,4100,4100,4100,4100,4200,5700,5800,5900,6300,5900,5900,6000,6400,6600,7300,7800,6400,6200,6100,7300,7400,13600,6800,900,10200,4200,4400,8000,7556,8173,8497,8557,9104,10059,9807,10351,10522,9758,5543,
Peru,PER,,,,,,,,,,,16500,11800,15300,15300,28900,29300,30900,31200,30300,29900,32100,31700,32200,32400,29900,28800,32100,35600,33600,26000,22100,21500,21200,25000,30600,37300,35200,43200,44800,37300,29387,44487,37482,36947,46917,60819,56072,61958,67840,65885,67941.4,
Philippines,PHL,,,,,,,,,,,95100,69000,65300,66900,62700,67800,70000,63400,58000,61700,48900,48300,51100,56800,57000,57700,62900,67400,71200,74200,70100,63200,65100,60800,61600,64000,64700,65500,61800,40300,44547,60511,57193,56235,56647,58944,61712,65212,72333,87028,169404.9742,
Poland,POL,,,,,,,,,,,29500,29400,32100,35200,30800,36900,38200,41000,41500,42700,42700,34100,16400,25800,28800,28400,30700,30200,28900,31500,28600,19600,22400,27600,30500,32100,35900,38300,38400,43800,52371,71799,69842,73137,77690,78992,83451,89289,90031,83053,91085.32542,
Portugal,PRT,,,,,,,,,,,47600,53500,58100,65100,66400,32800,28200,29200,30800,31400,33500,34100,35100,35300,33900,31000,31700,34600,39500,40300,45000,47000,59900,63300,65900,71600,80500,94700,97600,117200,112462,96049,112324,117404,127025,148604,119668,138093,159135,123551,170744.3746,
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,4700,5400,6200,6300,7200,8300,9500,10000,8700,9500,10100,10500,9600,8800,9400,10000,10900,10000,12900,14700,15200,13400,15400,14400,12300,22600,26652,27049,34364,28370,34931,45964,53327,62689,68818,77178,90819,
Romania,ROU,,,,,,,,,,,6600,6600,6900,8400,13600,13200,15900,22000,17900,18100,18200,12500,17100,18700,22100,23000,24600,23700,23000,24100,22000,20200,16100,18100,21300,22200,17100,25600,15400,17900,23298,20781,17748,26844,30524,38995,42754,51222,55386,57893,65734,
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815400,683400,586300,464700,395300,280500,321400,314621,329935,345262,350963,398958,390824,421170,467670,522577,475261,673113,
Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,,1000,3500,3500,3400,3500,900,1900,900,700,500,1500,500,500,500,,,,,,,,,,,,,,,,,
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,1200,9900,10700,10877,11802,12317,9010,10691,11439,12752,12658,12699,12492,3377,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,300,300,700,700,700,700,700,700,700,700,700,700,800,800,1100,1135,1135,1128,1170,1267,1310,1337,1426,1142,1143,1187,
Saudi Arabia,SAU,,,,,,,,,,,25200,26400,26000,25000,29500,35500,47700,64800,74500,84100,94400,100400,99000,101400,103700,100500,95500,91000,92700,89900,92700,79000,95100,100000,102500,98100,100700,100300,101100,106900,108981,107984,108598,108322,113329,116280,131528,150521,148335,156500,163438,
Senegal,SEN,,,,,,,,,,,4100,4200,4000,4100,4100,4200,4500,4400,4500,4500,5800,5600,5800,6000,6100,6200,3800,3700,3800,3800,3500,4200,4100,4300,4300,4500,4700,4800,3600,2400,2415,2606,6471,2396,6166,6441,0,,,0,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,19935,17205,19729,17048,19664,19971,19568,17208,17623,
Seychelles,SYC,,,,,,,,,,,,,,,,,2000,2000,2000,2000,2000,2000,6200,6200,9800,12500,16200,14800,14700,14900,15800,16300,6000,13600,13400,14000,17200,17900,18900,18500,18966,20249,22449,18647,19281,19581,19526,20727,11896,11238,12968,
Sierra Leone,SLE,,,,,,,,,,,,,,,,1900,3000,3100,3100,3100,3200,600,600,600,3100,3100,3100,1900,1500,700,500,,100,100,200,200,200,0,0,,202,139,138,138,156,164,171,183,181,186,193,
Singapore,SGP,,,,,,,,,,,27700,31300,30300,21300,22800,23800,25700,27500,30300,32800,32500,29900,29900,34600,29800,31100,31600,32900,34900,32000,30500,35000,39100,43100,46100,51600,57200,60700,61700,68400,71042,72431,72444,64117,76253,77119,84747,87564,91387,83772,81073.81818,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1600,2400,3200,3500,5100,5700,2421,1817,4215,6845,12663,13914,14521,23997,24044,32020,14087.62778,
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,6700,6900,7800,8000,8600,9900,10900,12082,13220,14881,16402,17310,18071,19505,23165,24477,25478,25124,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,8500,9200,10000,9600,10700,10900,10700,11100,11100,11100,11100,11100,11100,3800,4000,10400,10800,10800,11000,12500,11481,12496,13011,9745,11512,12318,13883,13640,13649,13529,7388,
Somalia,SOM,,,,,,,,,,,1900,2500,2600,2700,2800,2800,2800,2700,2800,2800,3000,2600,2200,2300,2600,2400,2700,2800,2500,1600,1600,900,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,,,,,,,,,,,39800,46000,47600,47800,55700,58600,59400,58500,58100,63100,64600,69800,70100,64100,67200,64200,51000,55800,60800,81200,84000,78600,79900,93700,89300,74300,88400,102200,93200,103800,110392,122561,116985,130938,133222,148146,146648,152550,156567,151292,210295.6667,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,,,,,,,,,,,146900,159400,167300,176400,178800,181800,184500,192700,209300,214200,207900,188700,191000,194000,184900,181700,180400,183000,207200,225500,244700,262600,289700,282200,282300,313200,332800,370400,387900,414200,485856,517481,493019,518836,549963,586438,602978,657606,616893,547971,605567.7318,
Sri Lanka,LKA,,,,,,,,,,,4400,5200,4400,2900,4200,4400,4000,5300,3100,1700,3800,4100,3500,5400,5900,6700,5800,5800,6100,6900,7900,8200,9100,8900,8900,8900,8800,8800,9300,10100,5206,11386,10480,12603,18699,19712,20979,21020,20512,16632,17248,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,,,,,,,,,,,9300,9500,9100,9100,9200,9200,9800,10300,10500,10600,10400,7800,7800,9000,9200,7900,5100,6400,5500,8000,9100,6800,8400,10000,10600,9300,9800,5500,4400,7500,7753,7562,7523,7849,8435,8695,8839,9418,7219,7178,5818,
Suriname,SUR,,,,,,,,,,,,,,,,,1400,1400,2800,3100,3100,3100,2600,2600,2800,2800,800,700,2200,2100,2100,2700,3000,3600,3100,2600,3800,6200,6300,6800,2169,1920,1714,4402,4620,4851,4908,5022,4900,4560,1685,
Swaziland,SWZ,,,,,,,,,,,,,,600,600,600,600,700,700,500,600,1300,1000,1300,1500,1600,1900,1800,1400,1300,1400,1500,1900,1600,1800,2700,2700,2000,2000,2500,2586,,,,,,,,,,,
Sweden,SWE,,,,,,,,,,,92000,99100,104200,102700,103900,98800,113800,100800,99800,103700,117100,123400,127700,140100,152000,150300,173100,180200,189700,203000,208000,178100,186700,183200,195100,170600,183500,207400,223400,236300,247707,233803,198291,183532,190315,,,,,61775,2570,
Switzerland,CHE,,,,,,,,,,,84600,86500,83100,85700,87700,89500,89300,90500,93600,95300,97700,95900,109200,111400,111600,115800,122200,122700,132000,145900,152100,150800,157600,168900,174900,191200,218200,220800,250300,276300,289031,284899,242800,189121,144703,134839,125126,139124,158788,168280,220272.4527,
Syrian Arab Republic,SYR,,,,,,,,,,,4200,4300,5400,4500,7600,6800,8300,8800,8600,7900,7600,8900,8400,8200,6800,5500,7000,7300,6500,9600,11200,12900,9700,8400,8800,8900,9000,10700,9100,11200,13959,13580,12975,13953,16325,16815,17082,18909,18960,19229,11486,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3500,2600,2600,2600,3800,3953,4511,5936,7210,8494,6987,2976,7891,8191,9758,5141,
Tanzania,TZA,,,,,,,,,,,10500,10000,9600,11500,9000,13700,14900,4100,8900,13000,17500,18700,13400,11800,10400,13800,11200,12300,12100,8000,7500,9400,7500,5700,5400,5600,6100,6000,6100,5000,5973,4360,4401,6082,6441,6062,5068,5457,5460,21088,20842,
Thailand,THA,,,,,,,,,,,25600,27300,26600,26900,28800,29700,29500,28400,29000,30800,32600,34100,36800,40000,44200,47400,49600,48300,54600,61800,69500,69800,72700,76200,80700,86500,91700,94900,93500,95400,101591,102414,97750,93576,128178,124347,126845,129703,125907,123541,122065.9098,
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,,,,,,,,,,,1500,1400,1200,1200,1200,1300,1500,1400,1400,1500,1400,1300,1400,1400,1300,1400,1100,1000,1100,1100,500,1200,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,,,,,,,,,,
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,4500,5900,4800,4800,4300,4300,4300,4300,4800,4800,5200,3700,3700,3800,3814,4157,4323,4453,5255,,,,,,,
Trinidad and Tobago,TTO,,,,,,,,,,,12500,10300,9400,9000,8000,12100,13600,11800,8300,12200,15100,13700,24200,23200,23300,22800,25000,20000,21300,21800,21500,23400,23100,23900,28000,29400,13700,12400,12500,20900,25982,27908,23076,17731,17483,14298,13878,14703,15017,14247,24606,
Tunisia,TUN,,,,,,,,,,,6600,5700,6900,8600,9500,11200,11300,10800,11300,12500,12300,13500,13800,13700,13800,13800,11200,13000,12500,13100,12900,12300,12500,13300,14400,14900,13800,17200,19700,20100,19907,19385,18538,18738,20554,21268,21715,21734,24385,24225,43757.26667,
Turkey,TUR,,,,,,,,,,,28700,32000,34700,36700,30600,27200,32000,33400,30400,31400,18900,25300,24000,24600,28400,31600,31700,32900,36800,38300,44200,38600,58600,70500,75100,78500,84900,92800,103900,111400,119945,111342,105996,104377,121815,145952,177088,197132,215275,271835,399852.7776,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,12500,8700,8700,8800,18500,21858,23963,23963,24460,16316,14094,15602,15590,15665,15337,3221,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,,,,,,,,,,,10500,10100,7300,1700,1200,2200,2800,,,,1500,2700,2800,3100,2100,1100,1800,1700,1200,2000,2000,800,500,1500,1500,900,900,900,900,3000,263,266,263,263,302,317,330,353,349,359,373,
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45400,26400,11400,22600,27700,30600,29800,29500,27973,32864,26859,39778,42374,41911,48562,30029,52509,58756,83956.8901,
United Arab Emirates,ARE,,,,,,,,,,,,,,,4700,5400,6200,6300,7200,8300,9500,10000,8700,9500,10100,10500,12200,12800,15100,16000,18800,19400,26300,30100,34000,34200,38000,39000,41100,44400,48330,50783,54952,71224,87217,,,,,170588,261269.1539,
United Kingdom,GBR,,,,,,,,,,,441800,432200,435200,446300,429400,397100,409300,413300,462600,476900,477500,434000,433200,435600,457900,471700,498900,522900,573300,639100,670700,615500,654600,659400,684900,724800,772300,788900,801900,840800,876158,925638,924944,891154,970036,1018118,1037032,1044883,1056206,1003893,1173434.444,
United States,USA,,,,,,,,,,,5099200,4999200,4985200,5058200,4650400,4576100,4690500,4795900,4857000,5041800,4962700,4628300,4572100,4810900,5206200,5553900,6106000,6398000,6628500,6522100,6848600,6623900,6578100,6427800,7250000,7682200,8031800,7942900,7824400,8511400,8820878,8535240,8038761,7789108,9566226,9969599,9738983,9815504,9054478,9182363,8934001,
Uruguay,URY,,,,,,,,,,,6800,7000,4800,5000,10400,10400,12200,11900,10900,11900,13000,11000,10500,8500,8500,8100,5600,5800,5200,7700,5000,5000,5100,8500,9000,9000,6700,8200,9900,10300,10852,9550,8404,7032,8343,8934,8666,9186,9388,8731,19086,
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15600,16200,11500,11500,11700,30800,30075,39673,22543,22325,22698,22183,21514,22265,22406,23176,23551,
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,400,400,300,200,300,300,300,300,300,600,700,1100,1300,1600,1600,1700,2100,1300,1402,1446,1547,1211,1477,1580,1643,1742,1775,1667,11381,
"Venezuela, RB",VEN,,,,,,,,,,,70100,65600,68900,75500,74000,78300,77500,82200,85100,136200,125200,119500,124700,129900,127200,97900,96700,88000,102700,115200,82000,81100,97700,107100,94200,80300,82800,72700,67400,130200,138500,223075,166807,110062,123232,135574,139671,140774,137900,123646,125485,
Vietnam,VNM,,,,,,,,,,,39600,24100,20300,18200,16000,4500,,,,,200,600,600,1600,1600,1800,1800,1800,1800,1800,1800,3700,3700,16800,21200,27100,27800,33500,29700,29000,28999,35658,42588,41996,50855,54415,50840,60218,74739,83720,103462,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,,,,,,,,,,,2200,2800,2900,3000,3100,3100,6800,7000,7100,7100,9200,9300,7900,9500,9900,9900,15300,13700,14600,13800,14100,11300,13900,13100,12400,4900,11800,7000,7300,7800,14608,14973,15495,14706,16746,17306,18843,14403,14462,14652,10750,
Zambia,ZMB,,,,,,,,,,,9300,10600,10800,10000,10000,11200,12800,9300,10500,9200,6800,5400,6500,6000,5700,4700,4900,5400,5600,2900,6500,2800,2700,4200,4300,,,1200,1200,5400,6118,4886,4875,5214,5825,5965,6013,6396,4361,,,
Zimbabwe,ZWE,,,,,,,,,,,10400,10800,10800,11400,,,,,,,10900,11100,11100,10800,10600,9400,8900,8800,9700,10000,10300,13300,13500,11000,9800,9900,10000,17700,17800,15300,13603,8848,5050,3950,4269,4410,6819,7272,5917,5937,4596,
